fighter_a,fighter_b,winner,method,fight_time,referee,weight_class,event,total_strike_landed_a,total_strike_landed_b,total_strike_missed_a,total_strike_missed_b,knockdowns_a,knockdowns_b,td_completed_a,td_completed_b,td_missed_a,td_missed_b,sub_att_a,sub_att_b,ctrl_time_minutes_a,ctrl_time_minutes_b,rounds
Ian Machado Garry,Michael Page,1,Decision - Unanimous,5:00,Mark Smith,Welterweight Bout,UFC 303: Pereira vs. Prochazka 2,65.0,52.0,36.0,22.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,7.483333333,1.866666667,3.0
Joe Pyfer,Marc-Andre Barriault,1,KO/TKO,1:25,Herb Dean,Middleweight Bout,UFC 303: Pereira vs. Prochazka 2,8.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Cub Swanson,Andre Fili,0,Decision - Split,5:00,Jason Herzog,Featherweight Bout,UFC 303: Pereira vs. Prochazka 2,90.0,70.0,50.0,81.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.483333334,3.833333333,3.0
Charles Jourdain,Jean Silva,0,KO/TKO,1:22,Marc Goddard,Featherweight Bout,UFC 303: Pereira vs. Prochazka 2,24.0,35.0,24.0,21.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1.283333334,0.15,3.0
Payton Talbott,Yanis Ghemmouri,1,KO/TKO,0:19,Chris Tognoni,Bantamweight Bout,UFC 303: Pereira vs. Prochazka 2,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666667,0.0,3.0
Michelle Waterson-Gomez,Gillian Robertson,0,Decision - Unanimous,5:00,Jason Herzog,Women's Strawweight Bout,UFC 303: Pereira vs. Prochazka 2,41.0,122.0,34.0,34.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,0.316666667,12.566666667,3.0
Andrei Arlovski,Martin Buday,0,Decision - Split,5:00,Mark Smith,Heavyweight Bout,UFC 303: Pereira vs. Prochazka 2,98.0,165.0,49.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.966666667,2.666666667,3.0
Rei Tsuruya,Carlos Hernandez,1,Decision - Unanimous,5:00,Marc Goddard,Flyweight Bout,UFC 303: Pereira vs. Prochazka 2,62.0,26.0,21.0,19.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,6.316666667,4.483333333,3.0
Ricky Simon,Vinicius Oliveira,0,Decision - Unanimous,5:00,Mark Smith,Bantamweight Bout,UFC 303: Pereira vs. Prochazka 2,44.0,96.0,54.0,141.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.5166666670000001,0.26666666699999997,3.0
Robert Whittaker,Ikram Aliskerov,1,KO/TKO,1:49,Marc Goddard,Middleweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,14.0,5.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,5.0
Sergei Pavlovich,Alexander Volkov,0,Decision - Unanimous,5:00,Jason Herzog,Heavyweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,46.0,83.0,88.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,3.0
Kelvin Gastelum,Daniel Rodriguez,1,Decision - Unanimous,5:00,Rich Mitchell,Middleweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,123.0,132.0,127.0,141.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.783333333,0.0,3.0
Shara Magomedov,Antonio Trocoli,1,KO/TKO,2:27,Marc Goddard,Middleweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,108.0,39.0,28.0,38.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.283333333,4.7,3.0
Johnny Walker,Volkan Oezdemir,0,KO/TKO,2:28,Jason Herzog,Light Heavyweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,15.0,37.0,18.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0
Nasrat Haqparast,Jared Gordon,1,Decision - Split,5:00,Rich Mitchell,Lightweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,156.0,170.0,174.0,168.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.05,2.816666667,3.0
Muhammad Naimov,Felipe Lima,0,Submission,1:15,Thomas Fan,Featherweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,55.0,62.0,65.0,36.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.6,1.1,3.0
Rinat Fakhretdinov,Nicolas Dalby,1,Decision - Split,5:00,Thomas Fan,Welterweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,99.0,123.0,74.0,72.0,0.0,0.0,5.0,0.0,6.0,4.0,0.0,0.0,6.283333333,3.95,3.0
Kyung Ho Kang,Muin Gafurov,0,Decision - Unanimous,5:00,Marc Goddard,Bantamweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,119.0,110.0,33.0,34.0,0.0,0.0,3.0,1.0,8.0,2.0,0.0,0.0,4.933333333,6.633333333,3.0
Magomed Gadzhiyasulov,Brendson Ribeiro,1,Decision - Majority,5:00,Jason Herzog,Light Heavyweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,93.0,29.0,42.0,22.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,1.0,9.983333333000001,1.9333333330000002,3.0
Xiao Long,ChangHo Lee,0,Decision - Split,5:00,Thomas Fan,Bantamweight Bout,UFC Fight Night: Whittaker vs. Aliskerov,135.0,173.0,52.0,55.0,0.0,0.0,2.0,2.0,3.0,7.0,0.0,0.0,6.316666667,1.8,3.0
Alex Perez,Tatsuro Taira,0,KO/TKO,2:59,Herb Dean,Flyweight Bout,UFC Fight Night: Perez vs. Taira,45.0,43.0,36.0,35.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.4,0.8,5.0
Douglas Silva de Andrade,Miles Johns,0,Decision - Unanimous,5:00,Mark Smith,Bantamweight Bout,UFC Fight Night: Perez vs. Taira,36.0,52.0,83.0,46.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.116666667,0.083333333,3.0
Timmy Cuamba,Lucas Almeida,0,Decision - Unanimous,5:00,Mike Beltran,Featherweight Bout,UFC Fight Night: Perez vs. Taira,73.0,91.0,63.0,129.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.3,0.7833333339999999,3.0
Brady Hiestand,Garrett Armfield,1,Submission,1:52,Chris Tognoni,Bantamweight Bout,UFC Fight Night: Perez vs. Taira,42.0,59.0,34.0,35.0,0.0,1.0,6.0,0.0,7.0,0.0,3.0,1.0,5.599999999,2.95,3.0
Asu Almabayev,Jose Johnson,1,Decision - Unanimous,5:00,Herb Dean,Flyweight Bout,UFC Fight Night: Perez vs. Taira,77.0,58.0,32.0,21.0,0.0,0.0,6.0,1.0,5.0,0.0,4.0,1.0,11.4,1.050000001,3.0
Josh Quinlan,Adam Fugitt,0,Decision - Split,5:00,Mark Smith,Welterweight Bout,UFC Fight Night: Perez vs. Taira,53.0,80.0,73.0,125.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
Jimmy Flick,Nate Maness,0,Decision - Unanimous,5:00,Mike Beltran,Flyweight Bout,UFC Fight Night: Perez vs. Taira,41.0,139.0,39.0,95.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,2.0,2.6833333329999998,4.383333334,3.0
Carli Judice,Gabriella Fernandes,0,Decision - Split,5:00,Chris Tognoni,Women's Flyweight Bout,UFC Fight Night: Perez vs. Taira,186.0,126.0,159.0,119.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,1.066666667,2.6666666670000003,3.0
Jeka Saragih,Westin Wilson,0,Submission,1:49,Mark Smith,Featherweight Bout,UFC Fight Night: Perez vs. Taira,4.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.883333333,0.583333333,3.0
Melquizael Costa,Shayilan Nuerdanbieke,1,Submission,1:50,Mike Beltran,Featherweight Bout,UFC Fight Night: Perez vs. Taira,76.0,20.0,30.0,8.0,0.0,0.0,2.0,4.0,0.0,6.0,2.0,1.0,3.0,6.433333334,3.0
Josefine Knutsson,Julia Polastri,1,Decision - Unanimous,5:00,Chris Tognoni,Women's Strawweight Bout,UFC Fight Night: Perez vs. Taira,145.0,86.0,126.0,66.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.7166666669999999,4.566666667,3.0
Jared Cannonier,Nassourdine Imavov,0,KO/TKO,1:34,Jason Herzog,Middleweight Bout,UFC Fight Night: Cannonier vs. Imavov,102.0,105.0,50.0,59.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,6.3,0.983333334,5.0
Dominick Reyes,Dustin Jacoby,1,KO/TKO,2:00,Dan Miragliotta,Light Heavyweight Bout,UFC Fight Night: Cannonier vs. Imavov,20.0,6.0,13.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,3.0
Raul Rosas Jr.,Ricky Turcios,1,Submission,2:22,Blake Grice,Bantamweight Bout,UFC Fight Night: Cannonier vs. Imavov,25.0,64.0,9.0,14.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,5.816666667,0.866666667,3.0
Brunno Ferreira,Dustin Stoltzfus,1,KO/TKO,4:51,Jason Herzog,Middleweight Bout,UFC Fight Night: Cannonier vs. Imavov,27.0,20.0,13.0,24.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.166666667,1.516666667,3.0
Julian Marquez,Zachary Reese,0,KO/TKO,0:20,Dan Miragliotta,Middleweight Bout,UFC Fight Night: Cannonier vs. Imavov,1.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Miguel Baeza,Punahele Soriano,0,Decision - Unanimous,5:00,Rob Mooney,Welterweight Bout,UFC Fight Night: Cannonier vs. Imavov,22.0,331.0,11.0,63.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,0.783333333,10.966666667,3.0
Thiago Moises,Ludovit Klein,0,Decision - Unanimous,5:00,George Conley,Lightweight Bout,UFC Fight Night: Cannonier vs. Imavov,25.0,86.0,37.0,67.0,0.0,2.0,0.0,1.0,8.0,0.0,1.0,0.0,1.1500000000000001,3.1333333330000004,3.0
Charles Radtke,Carlos Prates,0,KO/TKO,4:47,Blake Grice,Welterweight Bout,UFC Fight Night: Cannonier vs. Imavov,33.0,15.0,15.0,21.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.383333333,0.0,3.0
Brad Katona,Jesse Butler,1,Decision - Unanimous,5:00,Jason Herzog,Bantamweight Bout,UFC Fight Night: Cannonier vs. Imavov,148.0,32.0,69.0,58.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.833333333999999,0.0,3.0
Andrea Lee,Montana De La Rosa,0,Decision - Split,5:00,George Conley,Women's Flyweight Bout,UFC Fight Night: Cannonier vs. Imavov,115.0,88.0,86.0,118.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,2.133333334,2.15,3.0
John Castaneda,Daniel Marcos,0,Decision - Unanimous,5:00,Dan Miragliotta,Bantamweight Bout,UFC Fight Night: Cannonier vs. Imavov,68.0,101.0,66.0,76.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.2,0.95,3.0
Eduarda Moura,Denise Gomes,0,Decision - Split,5:00,Rob Mooney,Women's Strawweight Bout,UFC Fight Night: Cannonier vs. Imavov,27.0,137.0,39.0,47.0,0.0,0.0,5.0,0.0,21.0,1.0,0.0,1.0,6.6000000000000005,2.333333333,3.0
